Time [s]	Voltage [V]	Current [A]
0.20634889998473227	0.003065498	0.0
0.7073240999598056	0.00132244	0.0
1.2066635999944992	0.001440792	0.0
1.8413532999693416	0.9999832	0.0
2.34269989997847	1.000039	0.0
2.838704299996607	1.001119	0.0
3.3408000000054017	1.000985	0.0
3.8425281000090763	1.00106	0.0
4.344129099976271	0.9999552	0.0
4.845726199971978	0.9999545	0.0
5.3473031999892555	1.000026	0.0
5.848486099974252	1.000095	0.0
6.349757599993609	1.000192	0.0
6.851336599967908	1.001035	0.0
7.352386999991722	1.001208	0.0
7.854756399989128	1.001464	0.0
8.3560976999579	1.000607	0.0
8.856850599986501	1.000966	0.0
9.35834579996299	1.0009	0.0
9.859497800003737	1.001567	0.0
10.360349599970505	1.001217	0.0
10.862149299995508	1.001827	0.0
11.363947400008328	1.00267	0.0
11.865419199981261	1.002285	0.0
12.366364299959969	1.00208	0.0
12.866383899992798	1.002043	0.0
13.367674099979922	1.002877	0.0
13.869355599978007	1.00334	0.0
14.37064169999212	1.002696	0.0
14.871948799991515	1.002808	0.0
15.373497299966402	1.00299	0.0
15.875216599961277	1.003255	0.0
16.377096299955156	1.004107	0.0
16.87801639997633	1.003644	0.0
17.381791099964175	1.003922	0.0
17.88308880000841	1.00509	0.0
18.38571249996312	1.004292	0.0
18.887983799970243	1.004639	0.0
19.389668699994218	1.005335	0.0
19.886411399987992	1.005118	0.0
20.3877979000099	1.006021	0.0
20.88908839999931	1.005253	0.0
21.391560399963055	1.005453	0.0
21.892380599980243	1.005618	0.0
22.39334189996589	1.005788	0.0
22.895441700005904	1.00688	0.0
23.397294499969576	1.006507	0.0
23.89995579997776	1.007392	0.0
24.403088699968066	1.006613	0.0
24.906198799959384	1.007068	0.0
25.40250109997578	1.007022	0.0
25.904975099954754	1.007249	0.0
26.406779299955815	1.007984	0.0
26.90829190000659	1.007053	0.0
27.40983189997496	1.007641	0.0
27.91158729995368	1.007492	0.0
28.41354079998564	1.007619	0.0
28.915590099990368	1.007506	0.0
29.418003399972804	1.007473	0.0
29.919617099978495	1.007555	0.0
30.421666299982462	1.007702	0.0
30.923578899994027	1.007769	0.0
31.425643099995796	1.008049	0.0
31.928497099957895	1.007773	0.0
32.43055699998513	1.007811	0.0
32.932696999982	1.007851	0.0
33.433985899959225	1.007936	0.0
33.93588659999659	1.007918	0.0
34.43781069997931	1.007915	0.0
34.939177399966866	1.008646	0.0
35.4410742999753	1.008134	0.0
35.94222919997992	1.008925	0.0
36.44497339997906	1.008023	0.0
36.94711639999878	1.009017	0.0
37.449104200000875	1.008606	0.0
37.95104259997606	1.008178	0.0
38.453835399996024	1.008909	0.0
38.95500689995242	1.008586	0.0
39.45772249996662	1.008036	0.0
39.959834299981594	1.008562	0.0
40.4618820999749	1.008725	0.0
40.96324589999858	1.008948	0.0
41.46513879997656	1.008212	0.0
41.967156899976544	1.008018	0.0
42.46842289995402	1.008011	0.0
42.970276099978946	1.008538	0.0
43.473223399952985	1.008018	0.0
43.97523369995179	1.007971	0.0
44.47769089997746	1.008526	0.0
44.97971599997254	1.008021	0.0
45.481873199983966	1.007962	0.0
45.98296140000457	1.008523	0.0
46.486126100004185	1.008582	0.0
46.989367400004994	1.00886	0.0
47.49116659996798	1.00785	0.0
47.99243139999453	1.007807	0.0
48.49594709998928	1.00877	0.0
48.9985381999868	1.007787	0.0
49.50103980000131	1.008208	0.0
50.00267109996639	1.007773	0.0
50.50519349996466	1.007968	0.0
51.006504699995276	1.008267	0.0
51.50851459999103	1.007652	0.0
52.011538599967025	1.007629	0.0
52.51480409997748	1.00767	0.0
53.01728519995231	1.008107	0.0
53.51895159995183	1.007603	0.0
54.02115970000159	1.008401	0.0
54.52355189999798	1.008469	0.0
55.02072599995881	1.007642	0.0
55.522336399997585	1.007891	0.0
56.02530569996452	1.008299	0.0
56.5285268999869	1.007499	0.0
57.03029189998051	1.008367	0.0
57.53356619999977	1.007629	0.0
58.035374699975364	1.008291	0.0
58.538925600005314	1.007368	0.0
59.0416820999817	1.008293	0.0
