Time [s]	Voltage [V]	Current [A]
0.20884410000871867	0.003007493	0.0
0.7145357999834232	0.001727329	0.0
1.2151527000241913	0.001724648	0.0
1.7148249999736436	0.001785547	0.0
2.3536745000164956	0.7128241	0.0
2.8461275000008754	1.321521	0.0
3.3430979999830015	1.30375	0.0
3.8469934000167996	1.292334	0.0
4.337669699976686	1.291703	0.0
4.840746800007764	1.28871	0.0
5.331471999990754	1.289961	0.0
5.834397099970374	1.276646	0.0
6.338158899976406	1.276508	0.0
6.841444400022738	1.279446	0.0
7.344704899995122	1.277549	0.0
7.852077000017744	1.269216	0.0
8.354479299974628	1.276977	0.0
8.858881600026507	1.277001	0.0
9.36242379999021	1.264407	0.0
9.895400399982464	1.269007	0.0
10.400409499998204	1.267611	0.0
10.903407500009052	1.268654	0.0
11.40666350000538	1.267681	0.0
11.9106899999897	1.261042	0.0
12.414683900016826	1.265332	0.0
12.9179213999887	1.261356	0.0
13.42090750002535	1.264682	0.0
13.924256199970841	1.260888	0.0
14.428355099982582	1.26293	0.0
14.93217270000605	1.267866	0.0
15.43622009997489	1.256485	0.0
15.939528900024015	1.265121	0.0
16.464808400021866	1.263889	0.0
16.96878860000288	1.254592	0.0
17.473592499969527	1.261419	0.0
17.97677940002177	1.257407	0.0
18.480148300004657	1.263244	0.0
18.984883599972818	1.263319	0.0
19.48723849997623	1.263694	0.0
19.992967700003646	1.259827	0.0
20.49618630000623	1.252188	0.0
21.00025560002541	1.26158	0.0
21.504456399998162	1.252644	0.0
22.007493900018744	1.262424	0.0
22.51160039997194	1.251518	0.0
23.034474299987778	1.259423	0.0
23.538506000011694	1.249534	0.0
24.043232599971816	1.252924	0.0
24.547470699995756	1.257253	0.0
25.05160549998982	1.248794	0.0
25.556993899983354	1.248597	0.0
26.061046199989505	1.258858	0.0
26.5650675999932	1.249045	0.0
27.069011199986562	1.253476	0.0
27.573580499971285	1.254258	0.0
28.07798790000379	1.246965	0.0
28.58214269997552	1.254439	0.0
29.08536039997125	1.257521	0.0
29.58928209997248	1.246041	0.0
30.093378300021868	1.257133	0.0
30.591248199983966	1.24921	0.0
31.09488180000335	1.251119	0.0
31.599680999992415	1.254431	0.0
32.102752799983136	1.247092	0.0
32.60598160000518	1.254083	0.0
33.11028229998192	1.253575	0.0
33.61463520000689	1.244325	0.0
34.118261000025086	1.252933	0.0
34.62224860000424	1.247534	0.0
35.125454400025774	1.254652	0.0
35.62953630002448	1.24386	0.0
36.12935090000974	1.254404	0.0
36.63284019997809	1.253334	0.0
37.136839999991935	1.245959	0.0
37.64179610001156	1.252556	0.0
38.14649610000197	1.251419	0.0
38.65132960001938	1.242818	0.0
39.179645799973514	1.249913	0.0
39.68780339998193	1.253147	0.0
40.19282539997948	1.251952	0.0
40.69764809997287	1.248577	0.0
41.20352530002128	1.240961	0.0
41.708005300024524	1.240678	0.0
42.211119599989615	1.251025	0.0
42.71423689997755	1.241225	0.0
43.218301000015344	1.252123	0.0
43.72310840000864	1.244506	0.0
44.22624629997881	1.249042	0.0
44.73043419996975	1.243138	0.0
45.233669899986126	1.249132	0.0
45.73758229997475	1.239884	0.0
46.24065489997156	1.249903	0.0
46.74398329999531	1.241598	0.0
47.24709979997715	1.237971	0.0
47.745616299973335	1.239663	0.0
48.249132599972654	1.249211	0.0
48.753106600022875	1.239808	0.0
49.25941609998699	1.248662	0.0
49.76363689999562	1.243816	0.0
50.26769249996869	1.249015	0.0
50.771641200000886	1.237757	0.0
51.27493160002632	1.246628	0.0
51.77803839999251	1.24426	0.0
52.28372090001358	1.242192	0.0
52.78777529997751	1.246159	0.0
53.291742899979	1.237729	0.0
53.79571229999419	1.247835	0.0
54.29979740001727	1.236522	0.0
54.803976299997885	1.244286	0.0
55.31293070001993	1.239391	0.0
55.816667500010226	1.237311	0.0
56.320722199976444	1.24429	0.0
56.82491209998261	1.242332	0.0
57.32878789998358	1.240444	0.0
57.83222789998399	1.237806	0.0
58.33612390002236	1.242047	0.0
58.840796699980274	1.244813	0.0
59.34430350002367	1.239472	0.0
59.84779929998331	1.245761	0.0
60.35110989998793	1.235397	0.0
60.85434570000507	1.235253	0.0
61.36006510001607	1.235412	0.0
61.863502499996684	1.244427	0.0
62.36829750001198	1.235544	0.0
62.8747378999833	1.244338	0.0
63.37853139999788	1.236611	0.0
63.88334549998399	1.235338	0.0
64.3882542999927	1.235426	0.0
64.89222839998547	1.244655	0.0
65.39628390001599	1.233357	0.0
65.90038950002054	1.241742	0.0
66.40612459997647	1.243331	0.0
66.91022089996841	1.23413	0.0
67.42235499998787	1.235977	0.0
67.95371269999305	1.241186	0.0
68.4589038999984	1.237377	0.0
68.96293799998239	1.231804	0.0
